ORDER	FAMILY	PRIMARY_COM_NAME	SPECIES_CODE
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Pearl Kite	peakit1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Black-winged Kite	bkskit1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Black-shouldered Kite	auskit1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	White-tailed Kite	whtkit
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Letter-winged Kite	lewkit1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Scissor-tailed Kite	sctkit1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	African Harrier-Hawk	afhhaw1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Madagascar Harrier-Hawk	mahhaw1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Palm-nut Vulture	panvul1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Madagascar Serpent-Eagle	maseag1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Bearded Vulture	lammer1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Egyptian Vulture	egyvul1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Hook-billed Kite	hobkit
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Cuban Kite	hobkit2
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Gray-headed Kite	grhkit1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	White-collared Kite	whckit1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	European Honey-buzzard	euhbuz1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Sulawesi Honey-buzzard	barhob1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Philippine Honey-buzzard	barhob2
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Oriental Honey-buzzard	orihob2
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Swallow-tailed Kite	swtkit
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Black-breasted Kite	bkbkit1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Long-tailed Honey-buzzard	lthbuz1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Black Honey-buzzard	blhbuz1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Square-tailed Kite	sqtkit1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	African Cuckoo-Hawk	afrcuh1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Madagascar Cuckoo-Hawk	madcuh1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Jerdon's Baza	jerbaz1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Pacific Baza	pacbaz1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Black Baza	blabaz1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Red-headed Vulture	rehvul1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	White-headed Vulture	whhvul1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Cinereous Vulture	cinvul1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Lappet-faced Vulture	lafvul1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Hooded Vulture	hoovul1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	White-backed Vulture	whbvul1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	White-rumped Vulture	whrvul1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Indian Vulture	indvul1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Slender-billed Vulture	slbvul1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Rüppell's Griffon	ruegri1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Himalayan Griffon	himgri1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Eurasian Griffon	eurgri1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Cape Griffon	capgri1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Nicobar Serpent-Eagle	nicsee1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Sulawesi Serpent-Eagle	suseag1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Mountain Serpent-Eagle	moseag1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Crested Serpent-Eagle	crseag1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Philippine Serpent-Eagle	phseag1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Andaman Serpent-Eagle	anseag1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Philippine Eagle	grpeag1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Congo Serpent-Eagle	coseag1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Bateleur	batele1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Short-toed Snake-Eagle	shteag1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Beaudouin's Snake-Eagle	beasne1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Black-chested Snake-Eagle	bkbsne1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Brown Snake-Eagle	brseag1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Fasciated Snake-Eagle	faseag1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Banded Snake-Eagle	baseag1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Bat Hawk	bathaw1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	New Guinea Eagle	negeag1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Crested Eagle	creeag1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Harpy Eagle	hareag1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Crowned Eagle	crheag1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Legge's Hawk-Eagle	mouhae2
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Wallace's Hawk-Eagle	walhae1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Mountain Hawk-Eagle	mouhae1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Blyth's Hawk-Eagle	blyhae1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Javan Hawk-Eagle	javhae1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Pinsker's Hawk-Eagle	pinhae1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Sulawesi Hawk-Eagle	sulhae1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Philippine Hawk-Eagle	phihae1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Changeable Hawk-Eagle	y00839
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Flores Hawk-Eagle	flohae1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Martial Eagle	mareag1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Rufous-bellied Eagle	rubeag2
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Black Hawk-Eagle	blheag1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Ornate Hawk-Eagle	orheag1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Black-and-white Hawk-Eagle	bawhae1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Black-and-chestnut Eagle	baceag2
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Long-crested Eagle	loceag1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Black Eagle	blaeag1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Lesser Spotted Eagle	leseag1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Indian Spotted Eagle	inseag1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Greater Spotted Eagle	grseag1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Wahlberg's Eagle	waheag3
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Booted Eagle	booeag1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Pygmy Eagle	liteag3
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Little Eagle	liteag1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Ayres's Hawk-Eagle	ayheag1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Tawny Eagle	taweag1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Steppe Eagle	steeag1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Spanish Eagle	spaeag1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Imperial Eagle	impeag1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Gurney's Eagle	gureag1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Golden Eagle	goleag
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Wedge-tailed Eagle	weteag1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Cassin's Hawk-Eagle	cashae1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Verreaux's Eagle	vereag1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Bonelli's Eagle	boneag2
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	African Hawk-Eagle	afrhae1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Lizard Buzzard	lizbuz1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Tiny Hawk	tinhaw1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Semicollared Hawk	semhaw2
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Dark Chanting-Goshawk	dacgos1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Eastern Chanting-Goshawk	eacgos1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Pale Chanting-Goshawk	pacgos1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Gabar Goshawk	gabgos2
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Black-collared Hawk	blchaw1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Snail Kite	snakit
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Slender-billed Kite	slbkit1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Double-toothed Kite	dotkit1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Rufous-thighed Kite	rutkit1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Mississippi Kite	miskit
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Plumbeous Kite	plukit1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Grasshopper Buzzard	grabuz1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	White-eyed Buzzard	whebuz1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Rufous-winged Buzzard	ruwbuz1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Gray-faced Buzzard	gyfbuz1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Western Marsh Harrier	wemhar1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	African Marsh Harrier	afmhar1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Eastern Marsh Harrier	easmah1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Papuan Harrier	easmah2
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Swamp Harrier	swahar1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Reunion Harrier	reuhar2
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Malagasy Harrier	reuhar3
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Long-winged Harrier	lowhar1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Spotted Harrier	spohar1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Black Harrier	blahar1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Cinereous Harrier	cinhar1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Hen Harrier	norhar1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Northern Harrier	norhar2
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Pallid Harrier	palhar1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Pied Harrier	piehar1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Montagu's Harrier	monhar1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Gray-bellied Hawk	gybhaw1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Crested Goshawk	cregos1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Sulawesi Goshawk	sulgos1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	African Goshawk	afrgos1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Chestnut-flanked Sparrowhawk	chfspa1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Shikra	shikra1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Nicobar Sparrowhawk	nicspa1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Levant Sparrowhawk	levspa1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Chinese Sparrowhawk	grfhaw1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Frances's Sparrowhawk	fragos2
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Spot-tailed Goshawk	sptgos1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Variable Goshawk	vargos1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Gray Goshawk	grygos1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Brown Goshawk	brogos1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Black-mantled Goshawk	blmgos1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Pied Goshawk	piegos1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	New Caledonian Goshawk	necgos1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Fiji Goshawk	fijgos1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Moluccan Goshawk	molgos1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Slaty-mantled Goshawk	slmgos1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Imitator Sparrowhawk	imispa1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Gray-headed Goshawk	gyhgos1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	New Britain Goshawk	nebgos1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Red-thighed Sparrowhawk	retspa1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Little Sparrowhawk	litspa1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Japanese Sparrowhawk	japspa1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Small Sparrowhawk	smaspa1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Besra	besra1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Rufous-necked Sparrowhawk	runspa1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Collared Sparrowhawk	colspa1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	New Britain Sparrowhawk	nebspa1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Vinous-breasted Sparrowhawk	vibspa1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Madagascar Sparrowhawk	madspa1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Ovambo Sparrowhawk	ovaspa2
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Eurasian Sparrowhawk	eurspa1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Rufous-breasted Sparrowhawk	rucspa2
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Sharp-shinned Hawk	shshaw
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Cooper's Hawk	coohaw
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Gundlach's Hawk	gunhaw1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Bicolored Hawk	bichaw1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Chilean Hawk	bichaw4
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Black Goshawk	blagos1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Henst's Goshawk	hengos1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Eurasian Goshawk	norgos1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	American Goshawk	norgos
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Meyer's Goshawk	meygos1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Chestnut-shouldered Goshawk	chsgos1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Red Goshawk	redgos1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Doria's Goshawk	dorgos1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Long-tailed Hawk	lothaw1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Red Kite	redkit1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Black Kite	blakit1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Whistling Kite	whikit1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Brahminy Kite	brakit1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Steller's Sea-Eagle	stseag
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Pallas's Fish-Eagle	pafeag1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	White-tailed Eagle	whteag
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Bald Eagle	baleag
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	White-bellied Sea-Eagle	wbseag1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Sanford's Sea-Eagle	solsee1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	African Fish-Eagle	affeag1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Madagascar Fish-Eagle	mafeag1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Lesser Fish-Eagle	lefeag1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Gray-headed Fish-Eagle	gyhfie1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Crane Hawk	crahaw
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Plumbeous Hawk	pluhaw
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Slate-colored Hawk	slchaw2
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Common Black Hawk	comblh1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Cuban Black Hawk	cubblh1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Rufous Crab Hawk	ruchaw1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Savanna Hawk	savhaw1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	White-necked Hawk	whnhaw2
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Great Black Hawk	grbhaw1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Solitary Eagle	soleag1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Chaco Eagle	croeag1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Barred Hawk	barhaw1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Roadside Hawk	roahaw
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Harris's Hawk	hrshaw
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	White-rumped Hawk	whrhaw1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	White-tailed Hawk	whthaw
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Variable Hawk	rebhaw2
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Black-chested Buzzard-Eagle	bcbeag1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Mantled Hawk	manhaw2
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	White Hawk	whihaw1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Gray-backed Hawk	gybhaw2
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Semiplumbeous Hawk	semhaw
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Black-faced Hawk	blfhaw1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	White-browed Hawk	whbhaw2
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Bermuda Hawk	berhaw1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Gray Hawk	gryhaw2
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Gray-lined Hawk	gryhaw3
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Red-shouldered Hawk	reshaw
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Ridgway's Hawk	ridhaw1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Broad-winged Hawk	brwhaw
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Hawaiian Hawk	hawhaw
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Short-tailed Hawk	shthaw
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	White-throated Hawk	whthaw1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Swainson's Hawk	swahaw
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Galapagos Hawk	galhaw1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Zone-tailed Hawk	zothaw
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Rufous-tailed Hawk	ruthaw1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Red-tailed Hawk	rethaw
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Rough-legged Hawk	rolhaw
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Ferruginous Hawk	ferhaw
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Common Buzzard	combuz1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Himalayan Buzzard	combuz9
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Eastern Buzzard	combuz6
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Mountain Buzzard	moubuz2
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Forest Buzzard	moubuz3
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Madagascar Buzzard	madbuz1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Socotra Buzzard	socbuz1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Long-legged Buzzard	lolbuz1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Upland Buzzard	uplbuz1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Red-necked Buzzard	renbuz1
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Augur Buzzard	augbuz2
Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)	Jackal Buzzard	jacbuz1
Accipitriformes	Pandionidae (Osprey)	Osprey	osprey
Accipitriformes	Sagittariidae (Secretarybird)	Secretarybird	secret2
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Spotted Whistling-Duck	spwduc1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Plumed Whistling-Duck	plwduc1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	White-faced Whistling-Duck	wfwduc1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Black-bellied Whistling-Duck	bbwduc
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	West Indian Whistling-Duck	wiwduc1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Fulvous Whistling-Duck	fuwduc
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Wandering Whistling-Duck	wawduc1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Lesser Whistling-Duck	lewduc1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	White-backed Duck	whbduc1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Bar-headed Goose	bahgoo
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Emperor Goose	empgoo
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Snow Goose	snogoo
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Ross's Goose	rosgoo
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Graylag Goose	gragoo
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Swan Goose	swagoo1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Greater White-fronted Goose	gwfgoo
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Lesser White-fronted Goose	lwfgoo
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Taiga Bean-Goose	taibeg1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Tundra Bean-Goose	tunbeg1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Pink-footed Goose	pifgoo
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Brant	brant
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Barnacle Goose	bargoo
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Cackling Goose	cacgoo1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Canada Goose	cangoo
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Hawaiian Goose	hawgoo
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Red-breasted Goose	rebgoo1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Cape Barren Goose	cabgoo1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Freckled Duck	freduc1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Blue-winged Goose	buwgoo1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Mute Swan	mutswa
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Black Swan	blkswa
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Black-necked Swan	blnswa2
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Trumpeter Swan	truswa
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Tundra Swan	tunswa
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Whooper Swan	whoswa
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Coscoroba Swan	cosswa1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Knob-billed Duck	comduc2
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Comb Duck	comduc3
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Hartlaub's Duck	harduc1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Orinoco Goose	origoo1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Andean Goose	andgoo1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Upland Goose	uplgoo1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Kelp Goose	kelgoo1
