ORDER	FAMILY	PRIMARY_COM_NAME	SPECIES_CODE
Cuculiformes	Cuculidae (Cuckoos)	Mangrove Cuckoo	mancuc
Cuculiformes	Cuculidae (Cuckoos)	Cocos Cuckoo	coccuc1
Cuculiformes	Cuculidae (Cuckoos)	Black-billed Cuckoo	bkbcuc
Cuculiformes	Cuculidae (Cuckoos)	Gray-capped Cuckoo	gyccuc
Cuculiformes	Cuculidae (Cuckoos)	Chestnut-bellied Cuckoo	chbcuc4
Cuculiformes	Cuculidae (Cuckoos)	Bay-breasted Cuckoo	babcuc4
Cuculiformes	Cuculidae (Cuckoos)	Jamaican Lizard-Cuckoo	jamlic1
Cuculiformes	Cuculidae (Cuckoos)	Puerto Rican Lizard-Cuckoo	purlic1
Cuculiformes	Cuculidae (Cuckoos)	Great Lizard-Cuckoo	grelic1
Cuculiformes	Cuculidae (Cuckoos)	Hispaniolan Lizard-Cuckoo	hislic1
Cuculiformes	Cuculidae (Cuckoos)	St. Helena Cuckoo	sthcuc1
Cuculiformes	Cuculidae (Cuckoos)	Thick-billed Cuckoo	thbcuc1
Cuculiformes	Cuculidae (Cuckoos)	Dwarf Koel	dwakoe1
Cuculiformes	Cuculidae (Cuckoos)	Asian Koel	asikoe2
Cuculiformes	Cuculidae (Cuckoos)	Black-billed Koel	bkbkoe1
Cuculiformes	Cuculidae (Cuckoos)	Pacific Koel	asikoe3
Cuculiformes	Cuculidae (Cuckoos)	Long-tailed Koel	lotkoe1
Cuculiformes	Cuculidae (Cuckoos)	Channel-billed Cuckoo	chbcuc2
Cuculiformes	Cuculidae (Cuckoos)	Asian Emerald Cuckoo	asecuc1
Cuculiformes	Cuculidae (Cuckoos)	Violet Cuckoo	viocuc1
Cuculiformes	Cuculidae (Cuckoos)	Dideric Cuckoo	didcuc1
Cuculiformes	Cuculidae (Cuckoos)	Klaas's Cuckoo	klacuc1
Cuculiformes	Cuculidae (Cuckoos)	Yellow-throated Cuckoo	yetcuc1
Cuculiformes	Cuculidae (Cuckoos)	African Emerald Cuckoo	afecuc1
Cuculiformes	Cuculidae (Cuckoos)	Long-billed Cuckoo	lobcuc1
Cuculiformes	Cuculidae (Cuckoos)	Horsfield's Bronze-Cuckoo	hobcuc1
Cuculiformes	Cuculidae (Cuckoos)	Black-eared Cuckoo	blecuc1
Cuculiformes	Cuculidae (Cuckoos)	Rufous-throated Bronze-Cuckoo	rtbcuc1
Cuculiformes	Cuculidae (Cuckoos)	Shining Bronze-Cuckoo	shbcuc1
Cuculiformes	Cuculidae (Cuckoos)	White-eared Bronze-Cuckoo	webcuc1
Cuculiformes	Cuculidae (Cuckoos)	Little Bronze-Cuckoo	libcuc1
Cuculiformes	Cuculidae (Cuckoos)	Pallid Cuckoo	palcuc1
Cuculiformes	Cuculidae (Cuckoos)	White-crowned Cuckoo	whckoe1
Cuculiformes	Cuculidae (Cuckoos)	Chestnut-breasted Cuckoo	chbcuc3
Cuculiformes	Cuculidae (Cuckoos)	Fan-tailed Cuckoo	fatcuc1
Cuculiformes	Cuculidae (Cuckoos)	Banded Bay Cuckoo	babcuc2
Cuculiformes	Cuculidae (Cuckoos)	Plaintive Cuckoo	placuc1
Cuculiformes	Cuculidae (Cuckoos)	Gray-bellied Cuckoo	placuc3
Cuculiformes	Cuculidae (Cuckoos)	Moluccan Cuckoo	molcuc1
Cuculiformes	Cuculidae (Cuckoos)	Brush Cuckoo	brucuc1
Cuculiformes	Cuculidae (Cuckoos)	Dusky Long-tailed Cuckoo	dltcuc1
Cuculiformes	Cuculidae (Cuckoos)	Olive Long-tailed Cuckoo	oltcuc1
Cuculiformes	Cuculidae (Cuckoos)	Barred Long-tailed Cuckoo	bltcuc1
Cuculiformes	Cuculidae (Cuckoos)	Fork-tailed Drongo-Cuckoo	asidrc2
Cuculiformes	Cuculidae (Cuckoos)	Philippine Drongo-Cuckoo	phidrc1
Cuculiformes	Cuculidae (Cuckoos)	Square-tailed Drongo-Cuckoo	asidrc3
Cuculiformes	Cuculidae (Cuckoos)	Moluccan Drongo-Cuckoo	asidrc4
Cuculiformes	Cuculidae (Cuckoos)	Moustached Hawk-Cuckoo	mohcuc1
Cuculiformes	Cuculidae (Cuckoos)	Large Hawk-Cuckoo	larhac2
Cuculiformes	Cuculidae (Cuckoos)	Dark Hawk-Cuckoo	larhac1
Cuculiformes	Cuculidae (Cuckoos)	Common Hawk-Cuckoo	cohcuc1
Cuculiformes	Cuculidae (Cuckoos)	Northern Hawk-Cuckoo	nohcuc1
Cuculiformes	Cuculidae (Cuckoos)	Philippine Hawk-Cuckoo	phhcuc1
Cuculiformes	Cuculidae (Cuckoos)	Hodgson's Hawk-Cuckoo	hodhac1
Cuculiformes	Cuculidae (Cuckoos)	Malaysian Hawk-Cuckoo	malhac1
Cuculiformes	Cuculidae (Cuckoos)	Black Cuckoo	blacuc1
Cuculiformes	Cuculidae (Cuckoos)	Red-chested Cuckoo	reccuc1
Cuculiformes	Cuculidae (Cuckoos)	Lesser Cuckoo	lescuc1
Cuculiformes	Cuculidae (Cuckoos)	Sulawesi Cuckoo	suhcuc1
Cuculiformes	Cuculidae (Cuckoos)	Indian Cuckoo	indcuc1
Cuculiformes	Cuculidae (Cuckoos)	African Cuckoo	afrcuc1
Cuculiformes	Cuculidae (Cuckoos)	Madagascar Cuckoo	madcuc1
Cuculiformes	Cuculidae (Cuckoos)	Himalayan Cuckoo	himcuc1
Cuculiformes	Cuculidae (Cuckoos)	Sunda Cuckoo	suncuc2
Cuculiformes	Cuculidae (Cuckoos)	Common Cuckoo	comcuc
Cuculiformes	Cuculidae (Cuckoos)	Oriental Cuckoo	oricuc2
Eurypygiformes	Eurypygidae (Sunbittern)	Sunbittern	sunbit1
Eurypygiformes	Rhynochetidae (Kagu)	Kagu	kagu1
Falconiformes	Falconidae (Falcons and Caracaras)	Laughing Falcon	laufal1
Falconiformes	Falconidae (Falcons and Caracaras)	Buckley's Forest-Falcon	buffal1
Falconiformes	Falconidae (Falcons and Caracaras)	Collared Forest-Falcon	coffal1
Falconiformes	Falconidae (Falcons and Caracaras)	Slaty-backed Forest-Falcon	sbffal1
Falconiformes	Falconidae (Falcons and Caracaras)	Barred Forest-Falcon	baffal1
Falconiformes	Falconidae (Falcons and Caracaras)	Cryptic Forest-Falcon	cryfof1
Falconiformes	Falconidae (Falcons and Caracaras)	Plumbeous Forest-Falcon	plffal1
Falconiformes	Falconidae (Falcons and Caracaras)	Lined Forest-Falcon	liffal1
Falconiformes	Falconidae (Falcons and Caracaras)	Spot-winged Falconet	spwfal2
Falconiformes	Falconidae (Falcons and Caracaras)	Guadalupe Caracara	guacar2
Falconiformes	Falconidae (Falcons and Caracaras)	Crested Caracara	y00678
Falconiformes	Falconidae (Falcons and Caracaras)	Red-throated Caracara	retcar2
Falconiformes	Falconidae (Falcons and Caracaras)	Yellow-headed Caracara	yehcar1
Falconiformes	Falconidae (Falcons and Caracaras)	Black Caracara	blacar1
Falconiformes	Falconidae (Falcons and Caracaras)	Chimango Caracara	chicar1
Falconiformes	Falconidae (Falcons and Caracaras)	Carunculated Caracara	carcar1
Falconiformes	Falconidae (Falcons and Caracaras)	Mountain Caracara	moucar1
Falconiformes	Falconidae (Falcons and Caracaras)	White-throated Caracara	whtcar1
Falconiformes	Falconidae (Falcons and Caracaras)	Striated Caracara	strcar1
Falconiformes	Falconidae (Falcons and Caracaras)	Pygmy Falcon	pygfal1
Falconiformes	Falconidae (Falcons and Caracaras)	Philippine Falconet	phifal1
Falconiformes	Falconidae (Falcons and Caracaras)	Pied Falconet	piefal2
Falconiformes	Falconidae (Falcons and Caracaras)	Collared Falconet	colfal1
Falconiformes	Falconidae (Falcons and Caracaras)	Black-thighed Falconet	bltfal1
Falconiformes	Falconidae (Falcons and Caracaras)	White-fronted Falconet	whffal1
Falconiformes	Falconidae (Falcons and Caracaras)	White-rumped Falcon	whrfal1
Falconiformes	Falconidae (Falcons and Caracaras)	Lesser Kestrel	leskes1
Falconiformes	Falconidae (Falcons and Caracaras)	Eurasian Kestrel	eurkes
Falconiformes	Falconidae (Falcons and Caracaras)	Rock Kestrel	eurkes1
Falconiformes	Falconidae (Falcons and Caracaras)	Malagasy Kestrel	madkes1
Falconiformes	Falconidae (Falcons and Caracaras)	Mauritius Kestrel	maukes1
Falconiformes	Falconidae (Falcons and Caracaras)	Seychelles Kestrel	seykes1
Falconiformes	Falconidae (Falcons and Caracaras)	Reunion Kestrel	reukes1
Falconiformes	Falconidae (Falcons and Caracaras)	Spotted Kestrel	spokes1
Falconiformes	Falconidae (Falcons and Caracaras)	Nankeen Kestrel	auskes1
Falconiformes	Falconidae (Falcons and Caracaras)	Greater Kestrel	grekes1
Falconiformes	Falconidae (Falcons and Caracaras)	American Kestrel	amekes
Falconiformes	Falconidae (Falcons and Caracaras)	Fox Kestrel	foxkes1
Falconiformes	Falconidae (Falcons and Caracaras)	Gray Kestrel	grykes1
Falconiformes	Falconidae (Falcons and Caracaras)	Dickinson's Kestrel	dickes1
Falconiformes	Falconidae (Falcons and Caracaras)	Banded Kestrel	bankes1
Falconiformes	Falconidae (Falcons and Caracaras)	Red-necked Falcon	renfal1
Falconiformes	Falconidae (Falcons and Caracaras)	Red-footed Falcon	reffal1
Falconiformes	Falconidae (Falcons and Caracaras)	Amur Falcon	amufal1
Falconiformes	Falconidae (Falcons and Caracaras)	Eleonora's Falcon	elefal1
Falconiformes	Falconidae (Falcons and Caracaras)	Sooty Falcon	soofal1
Falconiformes	Falconidae (Falcons and Caracaras)	Merlin	merlin
Falconiformes	Falconidae (Falcons and Caracaras)	Eurasian Hobby	eurhob
Falconiformes	Falconidae (Falcons and Caracaras)	African Hobby	afrhob1
Falconiformes	Falconidae (Falcons and Caracaras)	Oriental Hobby	orihob1
Falconiformes	Falconidae (Falcons and Caracaras)	Australian Hobby	aushob1
Falconiformes	Falconidae (Falcons and Caracaras)	New Zealand Falcon	nezfal1
Falconiformes	Falconidae (Falcons and Caracaras)	Brown Falcon	brofal1
Falconiformes	Falconidae (Falcons and Caracaras)	Gray Falcon	gryfal1
Falconiformes	Falconidae (Falcons and Caracaras)	Black Falcon	blafal1
Falconiformes	Falconidae (Falcons and Caracaras)	Aplomado Falcon	aplfal
Falconiformes	Falconidae (Falcons and Caracaras)	Bat Falcon	batfal1
Falconiformes	Falconidae (Falcons and Caracaras)	Orange-breasted Falcon	orbfal1
Falconiformes	Falconidae (Falcons and Caracaras)	Lanner Falcon	lanfal1
Falconiformes	Falconidae (Falcons and Caracaras)	Laggar Falcon	lagfal1
Falconiformes	Falconidae (Falcons and Caracaras)	Saker Falcon	sakfal1
Falconiformes	Falconidae (Falcons and Caracaras)	Gyrfalcon	gyrfal
Falconiformes	Falconidae (Falcons and Caracaras)	Peregrine Falcon	perfal
Falconiformes	Falconidae (Falcons and Caracaras)	Prairie Falcon	prafal
Falconiformes	Falconidae (Falcons and Caracaras)	Taita Falcon	taifal1
Galbuliformes	Bucconidae (Puffbirds)	White-necked Puffbird	whnpuf2
Galbuliformes	Bucconidae (Puffbirds)	Guianan Puffbird	guipuf1
Galbuliformes	Bucconidae (Puffbirds)	Buff-bellied Puffbird	bubpuf1
Galbuliformes	Bucconidae (Puffbirds)	Black-breasted Puffbird	blbpuf1
Galbuliformes	Bucconidae (Puffbirds)	Brown-banded Puffbird	brbpuf1
Galbuliformes	Bucconidae (Puffbirds)	Pied Puffbird	piepuf1
Galbuliformes	Bucconidae (Puffbirds)	Chestnut-capped Puffbird	chcpuf1
Galbuliformes	Bucconidae (Puffbirds)	Spotted Puffbird	spopuf1
Galbuliformes	Bucconidae (Puffbirds)	Sooty-capped Puffbird	socpuf1
Galbuliformes	Bucconidae (Puffbirds)	Collared Puffbird	colpuf1
Galbuliformes	Bucconidae (Puffbirds)	Barred Puffbird	barpuf1
Galbuliformes	Bucconidae (Puffbirds)	Western Striolated-Puffbird	wespuf1
Galbuliformes	Bucconidae (Puffbirds)	Eastern Striolated-Puffbird	strpuf1
Galbuliformes	Bucconidae (Puffbirds)	White-eared Puffbird	whepuf1
Galbuliformes	Bucconidae (Puffbirds)	Spot-backed Puffbird	spbpuf1
Galbuliformes	Bucconidae (Puffbirds)	Russet-throated Puffbird	rutpuf1
Galbuliformes	Bucconidae (Puffbirds)	Two-banded Puffbird	rutpuf3
Galbuliformes	Bucconidae (Puffbirds)	White-chested Puffbird	whcpuf1
Galbuliformes	Bucconidae (Puffbirds)	Semicollared Puffbird	sempuf1
Galbuliformes	Bucconidae (Puffbirds)	Crescent-chested Puffbird	crcpuf1
Galbuliformes	Bucconidae (Puffbirds)	Rufous-necked Puffbird	runpuf1
Galbuliformes	Bucconidae (Puffbirds)	White-whiskered Puffbird	whwpuf1
Galbuliformes	Bucconidae (Puffbirds)	Black-streaked Puffbird	blspuf1
Galbuliformes	Bucconidae (Puffbirds)	Moustached Puffbird	moupuf1
Galbuliformes	Bucconidae (Puffbirds)	Lanceolated Monklet	lanmon1
Galbuliformes	Bucconidae (Puffbirds)	Rusty-breasted Nunlet	rubnun1
Galbuliformes	Bucconidae (Puffbirds)	Fulvous-chinned Nunlet	fucnun1
Galbuliformes	Bucconidae (Puffbirds)	Brown Nunlet	bronun1
Galbuliformes	Bucconidae (Puffbirds)	Gray-cheeked Nunlet	gycnun1
Galbuliformes	Bucconidae (Puffbirds)	Rufous-capped Nunlet	rucnun1
Galbuliformes	Bucconidae (Puffbirds)	Chestnut-headed Nunlet	chhnun1
Galbuliformes	Bucconidae (Puffbirds)	White-faced Nunbird	whfnun2
Galbuliformes	Bucconidae (Puffbirds)	Black Nunbird	blanun1
Galbuliformes	Bucconidae (Puffbirds)	Black-fronted Nunbird	blfnun1
Galbuliformes	Bucconidae (Puffbirds)	White-fronted Nunbird	whfnun1
Galbuliformes	Bucconidae (Puffbirds)	Yellow-billed Nunbird	yebnun1
Galbuliformes	Bucconidae (Puffbirds)	Swallow-winged Puffbird	swwpuf1
Galbuliformes	Galbulidae (Jacamars)	White-eared Jacamar	whejac1
Galbuliformes	Galbulidae (Jacamars)	Purus Jacamar	purjac2
Galbuliformes	Galbulidae (Jacamars)	White-throated Jacamar	whtjac1
Galbuliformes	Galbulidae (Jacamars)	Brown Jacamar	brojac2
Galbuliformes	Galbulidae (Jacamars)	Pale-headed Jacamar	pahjac1
Galbuliformes	Galbulidae (Jacamars)	Dusky-backed Jacamar	dubjac1
Galbuliformes	Galbulidae (Jacamars)	Three-toed Jacamar	thtjac1
Galbuliformes	Galbulidae (Jacamars)	Yellow-billed Jacamar	yebjac1
Galbuliformes	Galbulidae (Jacamars)	Blue-cheeked Jacamar	bucjac1
Galbuliformes	Galbulidae (Jacamars)	Rufous-tailed Jacamar	rutjac1
Galbuliformes	Galbulidae (Jacamars)	Green-tailed Jacamar	grtjac1
Galbuliformes	Galbulidae (Jacamars)	White-chinned Jacamar	whcjac1
Galbuliformes	Galbulidae (Jacamars)	Bluish-fronted Jacamar	blfjac1
Galbuliformes	Galbulidae (Jacamars)	Coppery-chested Jacamar	cocjac2
Galbuliformes	Galbulidae (Jacamars)	Purplish Jacamar	purjac1
Galbuliformes	Galbulidae (Jacamars)	Bronzy Jacamar	brojac1
Galbuliformes	Galbulidae (Jacamars)	Paradise Jacamar	parjac1
Galbuliformes	Galbulidae (Jacamars)	Great Jacamar	grejac2
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Plain Chachalaca	placha
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Gray-headed Chachalaca	grhcha1
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Chestnut-winged Chachalaca	chwcha1
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Rufous-vented Chachalaca	ruvcha1
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Rufous-headed Chachalaca	ruhcha1
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Rufous-bellied Chachalaca	rubcha1
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	West Mexican Chachalaca	wemcha1
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Chaco Chachalaca	chacha1
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	White-bellied Chachalaca	whbcha1
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Colombian Chachalaca	colcha1
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Speckled Chachalaca	specha3
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	East Brazilian Chachalaca	specha2
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Scaled Chachalaca	specha4
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Variable Chachalaca	varcha1
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Chestnut-headed Chachalaca	varcha3
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Buff-browed Chachalaca	bubcha1
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Band-tailed Guan	batgua1
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Bearded Guan	beagua1
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Baudo Guan	baugua1
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Andean Guan	andgua1
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Marail Guan	margua1
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Rusty-margined Guan	rumgua1
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Red-faced Guan	refgua1
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Spix's Guan	spigua1
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Crested Guan	cregua1
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Cauca Guan	caugua1
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	White-winged Guan	whwgua1
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Dusky-legged Guan	dulgua1
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Yungas Guan	dulgua3
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	White-crested Guan	whcgua1
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Chestnut-bellied Guan	chbgua1
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	White-browed Guan	whbgua1
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Trinidad Piping-Guan	trpgua1
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Blue-throated Piping-Guan	butpig1
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	White-throated Piping-Guan	butpig2
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Red-throated Piping-Guan	rtpgua1
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Black-fronted Piping-Guan	bfpgua1
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Wattled Guan	watgua1
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Black Guan	blagua1
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Sickle-winged Guan	siwgua1
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Highland Guan	higgua1
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Horned Guan	horgua1
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Nocturnal Curassow	noccur1
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Crestless Curassow	crecur2
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Salvin's Curassow	salcur1
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Razor-billed Curassow	rabcur2
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Alagoas Curassow	alacur1
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Helmeted Curassow	helcur1
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Sira Curassow	horcur2
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Horned Curassow	horcur3
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Great Curassow	grecur1
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Blue-billed Curassow	bubcur1
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Yellow-knobbed Curassow	yekcur1
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Black Curassow	blacur1
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Wattled Curassow	watcur1
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Bare-faced Curassow	bafcur1
Galliformes	Cracidae (Guans, Chachalacas, and Curassows)	Red-billed Curassow	rebcur1
Galliformes	Megapodiidae (Megapodes)	Australian Brushturkey	ausbrt1
Galliformes	Megapodiidae (Megapodes)	Wattled Brushturkey	watbrt1
Galliformes	Megapodiidae (Megapodes)	Waigeo Brushturkey	brubrt1
Galliformes	Megapodiidae (Megapodes)	Red-billed Brushturkey	rebbrt1
Galliformes	Megapodiidae (Megapodes)	Yellow-legged Brushturkey	bkbbrt1
Galliformes	Megapodiidae (Megapodes)	Red-legged Brushturkey	bncbrt1
Galliformes	Megapodiidae (Megapodes)	Malleefowl	mallee1
Galliformes	Megapodiidae (Megapodes)	Maleo	maleo1
Galliformes	Megapodiidae (Megapodes)	Moluccan Megapode	molscr1
Galliformes	Megapodiidae (Megapodes)	Tongan Megapode	niuscr1
Galliformes	Megapodiidae (Megapodes)	Micronesian Megapode	micscr1
Galliformes	Megapodiidae (Megapodes)	Nicobar Megapode	nicscr1
Galliformes	Megapodiidae (Megapodes)	Philippine Megapode	tabscr1
Galliformes	Megapodiidae (Megapodes)	Sula Megapode	sulscr1
Galliformes	Megapodiidae (Megapodes)	Tanimbar Megapode	tanscr1
Galliformes	Megapodiidae (Megapodes)	Dusky Megapode	dusscr1
Galliformes	Megapodiidae (Megapodes)	Biak Megapode	dusscr3
Galliformes	Megapodiidae (Megapodes)	Melanesian Megapode	melscr1
Galliformes	Megapodiidae (Megapodes)	Vanuatu Megapode	vanscr1
Galliformes	Megapodiidae (Megapodes)	New Guinea Megapode	negscr1
Galliformes	Megapodiidae (Megapodes)	Orange-footed Megapode	orfscr1
Galliformes	Numididae (Guineafowl)	Helmeted Guineafowl	helgui
Galliformes	Numididae (Guineafowl)	White-breasted Guineafowl	whbgui1
Galliformes	Numididae (Guineafowl)	Black Guineafowl	blagui1
Galliformes	Numididae (Guineafowl)	Vulturine Guineafowl	vulgui1
Galliformes	Numididae (Guineafowl)	Plumed Guineafowl	plugui1
Galliformes	Numididae (Guineafowl)	Eastern Crested Guineafowl	cregui3
Galliformes	Numididae (Guineafowl)	Western Crested Guineafowl	cregui2
Galliformes	Numididae (Guineafowl)	Southern Crested Guineafowl	cregui4
Galliformes	Odontophoridae (New World Quail)	Stone Partridge	stopar1
Galliformes	Odontophoridae (New World Quail)	Nahan's Partridge	nahfra2
Galliformes	Odontophoridae (New World Quail)	Tawny-faced Quail	tafqua1
Galliformes	Odontophoridae (New World Quail)	Mountain Quail	mouqua
Galliformes	Odontophoridae (New World Quail)	Buffy-crowned Wood-Partridge	bcwpar1
Galliformes	Odontophoridae (New World Quail)	Long-tailed Wood-Partridge	ltwpar1
Galliformes	Odontophoridae (New World Quail)	Bearded Wood-Partridge	bewpar1
Galliformes	Odontophoridae (New World Quail)	Banded Quail	banqua1
Galliformes	Odontophoridae (New World Quail)	Northern Bobwhite	norbob
Galliformes	Odontophoridae (New World Quail)	Black-throated Bobwhite	bltbob1
Galliformes	Odontophoridae (New World Quail)	Crested Bobwhite	crebob1
Galliformes	Odontophoridae (New World Quail)	Scaled Quail	scaqua
Galliformes	Odontophoridae (New World Quail)	Elegant Quail	elequa
Galliformes	Odontophoridae (New World Quail)	California Quail	calqua
Galliformes	Odontophoridae (New World Quail)	Gambel's Quail	gamqua
Galliformes	Odontophoridae (New World Quail)	Montezuma Quail	monqua
Galliformes	Odontophoridae (New World Quail)	Ocellated Quail	ocequa1
Galliformes	Odontophoridae (New World Quail)	Singing Quail	sinqua1
Galliformes	Odontophoridae (New World Quail)	Marbled Wood-Quail	mawqua1
Galliformes	Odontophoridae (New World Quail)	Spot-winged Wood-Quail	swwqua1
Galliformes	Odontophoridae (New World Quail)	Black-eared Wood-Quail	bewqua1
Galliformes	Odontophoridae (New World Quail)	Black-fronted Wood-Quail	bfwqua1
Galliformes	Odontophoridae (New World Quail)	Rufous-fronted Wood-Quail	rfwqua1
Galliformes	Odontophoridae (New World Quail)	Chestnut Wood-Quail	chwqua1
Galliformes	Odontophoridae (New World Quail)	Dark-backed Wood-Quail	dbwqua1
Galliformes	Odontophoridae (New World Quail)	Rufous-breasted Wood-Quail	rbwqua1
Galliformes	Odontophoridae (New World Quail)	Tacarcuna Wood-Quail	tawqua1
Galliformes	Odontophoridae (New World Quail)	Gorgeted Wood-Quail	gowqua1
Galliformes	Odontophoridae (New World Quail)	Venezuelan Wood-Quail	venwoq1
Galliformes	Odontophoridae (New World Quail)	Black-breasted Wood-Quail	bbwqua1
Galliformes	Odontophoridae (New World Quail)	Stripe-faced Wood-Quail	sfwqua1
Galliformes	Odontophoridae (New World Quail)	Starred Wood-Quail	stwqua1
Galliformes	Odontophoridae (New World Quail)	Spotted Wood-Quail	spwqua1
Galliformes	Phasianidae (Pheasants, Grouse, and Allies)	Udzungwa Partridge	udzpar1
Galliformes	Phasianidae (Pheasants, Grouse, and Allies)	Ferruginous Partridge	ferpar2
Galliformes	Phasianidae (Pheasants, Grouse, and Allies)	Crested Partridge	crepar1
Galliformes	Phasianidae (Pheasants, Grouse, and Allies)	Black Partridge	blapar2
Galliformes	Phasianidae (Pheasants, Grouse, and Allies)	Hill Partridge	hilpar1
Galliformes	Phasianidae (Pheasants, Grouse, and Allies)	Sichuan Partridge	sicpar1
Galliformes	Phasianidae (Pheasants, Grouse, and Allies)	Chestnut-breasted Partridge	chbpar2
Galliformes	Phasianidae (Pheasants, Grouse, and Allies)	White-necklaced Partridge	whnpar2
Galliformes	Phasianidae (Pheasants, Grouse, and Allies)	Rufous-throated Partridge	rutpar1
Galliformes	Phasianidae (Pheasants, Grouse, and Allies)	Red-billed Partridge	rebpar3
Galliformes	Phasianidae (Pheasants, Grouse, and Allies)	Chestnut-headed Partridge	chhpar1
Galliformes	Phasianidae (Pheasants, Grouse, and Allies)	Hainan Partridge	haipar1
Galliformes	Phasianidae (Pheasants, Grouse, and Allies)	Taiwan Partridge	taipar1
Galliformes	Phasianidae (Pheasants, Grouse, and Allies)	White-cheeked Partridge	whcpar1
Galliformes	Phasianidae (Pheasants, Grouse, and Allies)	Bar-backed Partridge	babpar1
Galliformes	Phasianidae (Pheasants, Grouse, and Allies)	Orange-necked Partridge	ornpar1
Galliformes	Phasianidae (Pheasants, Grouse, and Allies)	Red-breasted Partridge	rebpar5
Galliformes	Phasianidae (Pheasants, Grouse, and Allies)	Malayan Partridge	gybpar3
Galliformes	Phasianidae (Pheasants, Grouse, and Allies)	Roll's Partridge	gybpar5
Galliformes	Phasianidae (Pheasants, Grouse, and Allies)	Sumatran Partridge	gybpar6
Galliformes	Phasianidae (Pheasants, Grouse, and Allies)	Chestnut-bellied Partridge	chbpar1
Galliformes	Phasianidae (Pheasants, Grouse, and Allies)	Gray-breasted Partridge	gybpar4
Galliformes	Phasianidae (Pheasants, Grouse, and Allies)	Snow Partridge	snopar1
Galliformes	Phasianidae (Pheasants, Grouse, and Allies)	Blood Pheasant	blophe1
Galliformes	Phasianidae (Pheasants, Grouse, and Allies)	Western Tragopan	westra1
Galliformes	Phasianidae (Pheasants, Grouse, and Allies)	Satyr Tragopan	sattra1
Galliformes	Phasianidae (Pheasants, Grouse, and Allies)	Blyth's Tragopan	blytra1
Galliformes	Phasianidae (Pheasants, Grouse, and Allies)	Temminck's Tragopan	temtra1
